Time,Place,Latitude,Longitude,Depth,Mag
1958-08-06T21:09:16.140Z,"119 km SE of Hihifo, Tonga",-16.648,-172.942,25.0,6.15
1958-07-30T02:47:20.520Z,"98 km SE of Kuril’sk, Russia",44.525,148.637,20.0,5.87
1958-07-29T21:37:26.770Z,central Mid-Atlantic Ridge,3.667,-26.669,15.0,5.71
1958-07-29T10:49:36.020Z,"12 km SSE of Tatakamotonga, Tonga",-21.286,-175.07,25.0,5.7
1958-07-27T17:19:07.340Z,Southwest Indian Ridge,-28.373,62.595,15.0,5.56
1958-07-27T03:22:00.650Z,"90 km NNE of Kuril’sk, Russia",45.919,148.498,20.0,5.55
1958-07-26T17:37:14.970Z,"81 km SSE of Puerto Rosario de Laberinto, Peru",-13.428,-69.388,612.4,7.5
1958-07-26T06:13:56.440Z,Southwest Indian Ridge,-39.505,45.911,15.0,6.1
1958-07-24T13:08:10.860Z,"90 km SSW of Nikolski, Alaska",52.254,-169.572,35.0,5.59
1958-07-23T10:27:24.530Z,"Izu Islands, Japan region",31.445,142.59,15.0,6.29
1958-07-21T14:37:23.710Z,"138 km WSW of Adak, Alaska",51.413,-178.496,35.0,6.07
1958-07-21T07:25:04.490Z,"106 km ENE of Shikotan, Russia",44.009,148.02,45.0,6.16
1958-07-19T18:16:59.370Z,"168 km WNW of Sorong, Indonesia",-0.562,129.78,45.0,6.45
1958-07-19T14:57:26.800Z,"195 km SE of Shizunai-furukawach?, Japan",40.958,143.832,20.0,5.81
1958-07-18T00:39:23.650Z,"73 km S of Adak, Alaska",51.219,-176.479,25.0,5.93
1958-07-17T20:59:26.900Z,"68 km S of Adak, Alaska",51.256,-176.696,25.0,5.86
1958-07-17T19:02:18.170Z,"71 km S of Adak, Alaska",51.228,-176.662,25.0,5.75
1958-07-17T05:37:10.940Z,Greece,40.67,23.377,15.0,5.74
1958-07-16T12:54:24.810Z,Easter Island region,-29.348,-112.642,15.0,6.06
1958-07-12T00:48:34.570Z,central East Pacific Rise,-4.741,-106.111,15.0,6.27
1958-07-11T19:10:30.090Z,"116 km NNE of Tocopilla, Chile",-21.214,-69.574,55.0,6.04
1958-07-10T06:15:58.530Z,"22 km W of Elfin Cove, Alaska",58.23,-136.712,10.0,7.8
1958-07-09T15:18:15.510Z,"77 km S of Champerico, Guatemala",13.599,-91.999,35.0,5.66
1958-07-08T06:06:35.000Z,"48 km ESE of ‘Ohonua, Tonga",-21.5,-174.52,25.0,5.58
1958-07-04T18:34:12.270Z,"2 km S of Lumatil, Philippines",5.853,124.888,55.0,5.98
1958-07-03T05:45:17.700Z,"277 km NE of Port Mathurin, Mauritius",-17.877,65.243,15.0,6.16
1958-07-01T05:53:11.830Z,"41 km SW of Adak, Alaska",51.642,-177.106,25.0,5.96
1958-06-30T18:26:23.350Z,"Izu Islands, Japan region",31.071,141.733,25.0,6.21
1958-06-29T09:14:42.050Z,"181 km ESE of Hihifo, Tonga",-16.78,-172.331,15.0,5.84
1958-06-27T05:44:33.400Z,"31 km SW of Jucuarán, El Salvador",13.021,-88.422,58.2,5.77
1958-06-26T23:29:37.120Z,"Izu Islands, Japan region",31.02,141.957,20.0,5.89
1958-06-26T07:39:23.380Z,"116 km SE of Hirara, Japan",23.975,126.016,20.0,5.56
1958-06-25T12:44:02.280Z,"120 km SSW of Kokopo, Papua New Guinea",-5.332,151.802,35.0,5.71
1958-06-25T09:36:39.120Z,"near the north coast of New Guinea, Papua New Guinea",-3.32,144.83,30.0,6.82
1958-06-24T04:48:22.060Z,"142 km WSW of Aykol, China",40.476,78.567,20.0,5.8
1958-06-23T05:10:05.960Z,"45 km W of Bulgan, Mongolia",48.739,102.93,15.0,6.08
1958-06-20T00:48:02.890Z,"156 km ESE of Hihifo, Tonga",-16.366,-172.399,25.0,5.88
1958-06-19T05:18:08.530Z,"97 km S of Severo-Kuril’sk, Russia",49.818,155.878,50.0,6.19
1958-06-18T04:34:03.620Z,Iceland region,68.901,-16.96,15.0,5.52
1958-06-18T01:15:05.540Z,Jan Mayen Island region,69.006,-16.722,15.0,5.56
1958-06-17T19:06:45.220Z,"Volcano Islands, Japan region",24.627,142.456,35.0,6.02
1958-06-16T08:13:13.400Z,"136 km SE of Alo, Wallis and Futuna",-15.031,-177.078,15.0,5.93
1958-06-15T17:21:02.830Z,"124 km NW of Alotau, Papua New Guinea",-9.468,149.706,15.0,5.75
1958-06-13T10:58:47.030Z,western Indian-Antarctic Ridge,-49.737,125.765,15.0,5.86
1958-06-12T21:34:12.000Z,"54 km SSE of Unalaska, Alaska",53.4,-166.3,200.0,5.5
1958-06-12T20:53:05.930Z,"130 km ESE of Nikolski, Alaska",52.658,-166.983,35.0,6.31
1958-06-12T11:54:11.170Z,"174 km WSW of Burica, Panama",7.594,-84.39,35.0,5.73
1958-06-10T04:00:09.480Z,"Kermadec Islands, New Zealand",-30.422,-177.489,25.0,5.7
1958-06-08T21:09:27.940Z,central Mid-Atlantic Ridge,7.242,-34.206,15.0,5.74
1958-06-08T00:38:57.830Z,"81 km SSW of Unalaska, Alaska",53.176,-166.914,35.0,5.84
1958-06-07T12:55:08.840Z,west of Macquarie Island,-52.835,140.163,15.0,5.76
1958-06-06T22:44:12.720Z,"149 km SW of Ciudad Cortés, Costa Rica",7.949,-84.424,35.0,5.63
1958-06-06T19:15:32.660Z,"284 km SW of Arenas, Panama",5.316,-82.406,15.0,6.06
1958-06-06T09:11:22.600Z,"188 km SW of Ciudad Cortés, Costa Rica",7.673,-84.645,35.0,6.37
1958-06-04T14:29:55.260Z,"Fox Islands, Aleutian Islands, Alaska",52.629,-167.237,25.0,6.26
1958-06-03T19:31:55.660Z,Vanuatu,-15.546,168.384,20.0,6.25
1958-05-31T19:32:38.580Z,"146 km ENE of Norsup, Vanuatu",-15.344,168.547,35.0,6.89
1958-05-30T18:04:57.060Z,"63 km S of Nikolski, Alaska",52.372,-168.715,35.0,6.11
1958-05-25T21:11:45.800Z,"80 km ENE of Gualaquiza, Ecuador",-3.235,-77.877,45.8,6.19
1958-05-25T17:40:51.250Z,"52 km W of Kaseda-shirakame, Japan",31.39,129.768,15.0,5.65
1958-05-25T14:54:34.640Z,"92 km SSW of Adak, Alaska",51.063,-176.952,25.0,5.76
1958-05-25T00:35:27.070Z,"106 km SSW of Adak, Alaska",51.014,-177.307,25.0,5.79
1958-05-22T15:08:07.990Z,"170 km SSW of Lorengau, Papua New Guinea",-3.356,146.48,25.0,6.24
1958-05-19T00:06:08.970Z,Vanuatu,-13.423,166.666,45.0,5.79
1958-05-18T12:21:24.410Z,"105 km NW of Sola, Vanuatu",-13.262,166.807,45.0,6.23
1958-05-18T02:33:00.190Z,"115 km NW of Sola, Vanuatu",-13.149,166.78,45.0,6.26
1958-05-17T07:02:32.250Z,"140 km S of Lorengau, Papua New Guinea",-3.304,147.26,25.0,6.12
1958-05-11T05:23:59.940Z,"31 km SSE of Tanana, Alaska",64.901,-151.914,15.0,5.94
1958-05-10T22:54:44.260Z,"15 km SSE of Tanana, Alaska",65.05,-151.931,15.0,5.94
1958-05-09T02:40:52.050Z,"16 km SW of Sými, Greece",36.512,27.697,35.0,5.65
1958-05-09T00:44:14.140Z,"Galapagos Islands, Ecuador region",0.883,-94.627,15.0,5.96
1958-05-07T14:47:42.290Z,"14 km SSW of Asad?b?d, Afghanistan",34.751,71.094,30.0,5.51
1958-05-06T04:15:48.470Z,"24 km NNE of Kaspiysk, Russia",43.071,47.793,15.0,5.59
1958-05-05T06:31:46.790Z,"125 km WSW of Nchelenge, Zambia",-9.681,27.646,45.0,5.75
1958-05-05T05:21:34.450Z,"19 km NW of Jamjam?l, Iraq",35.644,44.668,15.0,5.53
1958-05-02T20:29:22.390Z,"46 km SSE of San Andrés Playa Encantada (El Podrido), Mexico",16.333,-99.402,20.0,5.89
1958-04-30T14:08:02.500Z,Azores-Cape St. Vincent Ridge,37.14,-14.193,15.0,5.55
1958-04-30T13:54:51.690Z,"127 km ENE of Wuwei, China",38.371,103.968,30.0,5.53
1958-04-28T11:47:46.600Z,"3 km SE of Mariposa, Peru",-11.43,-74.733,35.0,6.28
1958-04-27T19:03:56.620Z,"70 km SSW of Nikolski, Alaska",52.379,-169.359,49.7,5.85
1958-04-24T13:09:48.630Z,"233 km E of Tadine, New Caledonia",-21.935,170.095,25.0,5.69
1958-04-23T02:57:48.540Z,Kuril Islands,45.313,151.749,25.0,6.04
1958-04-21T23:57:11.310Z,"171 km WSW of Tual, Indonesia",-6.371,131.391,35.0,5.8
1958-04-21T20:14:54.690Z,"168 km WNW of Hihifo, Tonga",-15.156,-175.131,15.0,6.22
1958-04-21T05:32:04.010Z,"17 km NNE of Hualien City, Taiwan",24.131,121.655,20.0,5.63
1958-04-19T04:03:27.530Z,"66 km ENE of Loreto, Mexico",26.142,-110.698,15.0,5.88
1958-04-17T11:32:53.040Z,"45 km E of Iwaki, Japan",37.009,141.387,45.0,5.54
1958-04-17T10:04:54.070Z,"135 km SSW of Kokopo, Papua New Guinea",-5.515,151.897,35.0,6.1
1958-04-17T06:21:47.020Z,"71 km W of Panguna, Papua New Guinea",-6.358,154.842,20.0,5.64
1958-04-15T03:52:41.100Z,"138 km SW of Ciudad Cortés, Costa Rica",7.992,-84.328,25.0,6.31
1958-04-15T01:30:49.750Z,"9 km SE of Esmeraldas, Ecuador",0.907,-79.581,25.0,6.12
1958-04-14T21:32:34.350Z,"30 km SE of Esmeraldas, Ecuador",0.801,-79.428,25.0,6.8
1958-04-14T18:08:41.450Z,"175 km ESE of Petropavlovsk-Kamchatsky, Russia",52.641,161.143,15.0,5.75
1958-04-14T02:49:47.120Z,Kuril Islands,46.367,152.713,35.0,5.55
1958-04-13T12:29:13.270Z,"137 km E of Petropavlovsk-Kamchatsky, Russia",52.902,160.659,25.0,6.4
1958-04-13T09:07:28.510Z,"40 km E of Huslia, Alaska",65.732,-155.517,15.0,5.88
1958-04-13T04:08:53.280Z,"193 km SW of Bayanhongor, Mongolia",45.195,98.682,15.0,5.66
1958-04-12T13:25:28.130Z,"70 km E of Hirara, Japan",24.853,125.996,35.0,6.04
1958-04-12T11:47:06.110Z,"75 km NE of Loreto, Mexico",26.571,-110.925,15.0,6.31
1958-04-11T00:58:17.410Z,"off the east coast of Honshu, Japan",38.58,143.175,20.0,6.29
1958-04-10T11:50:07.960Z,"138 km ESE of ?funato, Japan",38.426,143.079,15.0,5.86
1958-04-10T10:55:34.910Z,"49 km S of Orlik, Russia",52.071,99.777,15.0,5.69
1958-04-10T01:44:35.750Z,"177 km ESE of Petropavlovsk-Kamchatsky, Russia",52.569,161.132,25.0,5.6
1958-04-09T06:15:16.150Z,"244 km WSW of Sitka, Alaska",56.199,-139.002,15.0,5.81
1958-04-08T09:59:24.320Z,"28 km NW of Zargh?n Shahr, Afghanistan",33.04,68.239,35.0,5.62
1958-04-08T00:14:20.800Z,"49 km NE of Huslia, Alaska",66.017,-155.653,15.0,5.92
1958-04-07T19:13:29.500Z,central Mongolia,45.273,98.577,30.0,6.87
1958-04-07T18:30:16.330Z,"167 km ESE of ?funato, Japan",38.327,143.393,15.0,6.23
1958-04-07T18:05:05.700Z,"off the east coast of Honshu, Japan",38.305,143.317,10.0,6.76
1958-04-07T15:30:44.620Z,"12 km N of Huslia, Alaska",65.814,-156.392,15.0,6.8
1958-04-04T15:38:09.420Z,"128 km S of Kokopo, Papua New Guinea",-5.482,152.061,35.0,6.16
1958-04-04T07:17:02.350Z,"118 km SSW of Kokopo, Papua New Guinea",-5.36,151.932,35.0,5.73
1958-04-03T08:25:49.260Z,"50 km NNE of Esmeraldas, Ecuador",1.406,-79.547,25.0,5.73
1958-04-03T07:18:37.510Z,"72 km SSE of Karpathos, Greece",34.902,27.524,15.0,5.54
1958-04-03T02:23:48.160Z,"9 km SSE of Shijak, Albania",41.27,19.631,25.0,5.81
1958-03-25T22:33:50.220Z,Carlsberg Ridge,2.75,67.069,15.0,5.59
1958-03-23T10:14:46.750Z,"46 km W of Davila, Philippines",18.431,120.134,15.0,5.85
1958-03-22T11:07:54.290Z,Central Afghanistan,35.309,67.46,35.0,6.06
1958-03-22T10:11:33.990Z,"59 km WSW of Mawlaik, Myanmar",23.515,93.842,50.0,6.04
1958-03-20T01:38:07.180Z,"234 km SSE of Atka, Alaska",50.265,-172.867,15.3,6.2
1958-03-15T00:24:06.460Z,"140 km ENE of Hengchun, Taiwan",22.706,121.884,20.0,6.17
1958-03-13T23:49:29.610Z,"26 km SW of Mabiton, Philippines",12.658,123.092,25.0,5.84
1958-03-11T23:53:01.520Z,"71 km SSE of San Andrés Playa Encantada (El Podrido), Mexico",16.091,-99.384,20.0,5.79
1958-03-11T13:59:09.390Z,"100 km WNW of Sola, Vanuatu",-13.659,166.648,25.0,5.88
1958-03-11T00:26:02.010Z,"68 km NNE of Ishigaki, Japan",24.945,124.327,35.0,7.15
1958-03-09T10:22:32.110Z,south of the Kermadec Islands,-33.492,-179.236,43.3,6.23
1958-03-03T17:32:51.620Z,"265 km ESE of Ust’-Kamchatsk Staryy, Russia",55.411,166.458,20.0,5.73
1958-03-03T16:18:21.820Z,"264 km ESE of Ust’-Kamchatsk Staryy, Russia",55.419,166.449,20.0,6.04
1958-03-03T07:22:46.500Z,"88 km SSE of Hualien City, Taiwan",23.216,121.867,15.0,5.75
1958-02-28T09:54:57.830Z,northern Mid-Atlantic Ridge,26.939,-44.381,15.0,5.72
1958-02-27T23:27:57.700Z,"133 km SSW of Hengchun, Taiwan",20.923,120.184,25.0,6.31
1958-02-26T17:18:57.400Z,"199 km NE of Miyako, Japan",40.679,143.852,20.0,5.55
1958-02-26T16:50:51.010Z,"118 km S of Severo-Kuril’sk, Russia",49.622,155.918,35.0,5.66
1958-02-25T01:56:42.500Z,"276 km WSW of Adak, Alaska",50.881,179.719,20.0,5.75
1958-02-24T12:27:10.840Z,"140 km SSW of Bayanhongor, Mongolia",45.141,99.713,15.0,6.18
1958-02-23T10:06:26.360Z,"163 km SSW of Hengchun, Taiwan",20.565,120.388,15.0,5.64
1958-02-22T10:50:27.640Z,"204 km SSE of Adak, Alaska",50.19,-175.472,15.0,6.32
1958-02-20T04:38:37.340Z,"141 km SSW of Hengchun, Taiwan",20.755,120.445,15.0,5.68
1958-02-20T03:57:45.020Z,"144 km SSW of Hengchun, Taiwan",20.738,120.388,15.0,5.67
1958-02-19T19:25:27.590Z,"68 km S of Banjar, Indonesia",-7.817,107.482,35.0,6.04
1958-02-19T10:33:06.280Z,"115 km WSW of Kashgar, China",39.079,74.751,15.0,5.56
1958-02-18T19:48:46.630Z,"157 km SSW of Hengchun, Taiwan",20.643,120.317,15.0,6.07
1958-02-18T13:21:29.870Z,"Kermadec Islands, New Zealand",-30.478,-178.479,50.0,6.04
1958-02-18T07:34:14.970Z,"108 km SE of Pangai, Tonga",-20.606,-173.746,25.0,5.65
1958-02-16T06:04:09.640Z,"77 km SSE of ?funato, Japan",38.48,142.197,35.0,6.13
1958-02-15T01:46:47.270Z,"54 km E of Shikotan, Russia",43.876,147.393,35.0,6.01
1958-02-12T23:43:52.750Z,"89 km SW of Atka, Alaska",51.652,-175.165,40.1,6.02
1958-02-11T00:46:08.210Z,"190 km S of Banjar, Indonesia",-8.92,107.35,25.0,6.0
1958-02-09T22:29:27.980Z,"6 km W of Calintaan, Philippines",12.578,120.87,20.0,5.99
1958-02-07T23:23:37.980Z,"50 km NW of Deyang, China",31.464,104.014,25.0,5.97
1958-02-05T08:08:14.050Z,Kuril Islands,46.519,153.523,20.0,5.81
1958-02-03T19:27:16.770Z,"77 km NNE of B?fq, Iran",32.285,55.563,20.0,5.72
1958-02-02T08:12:01.460Z,Kuril Islands,48.166,154.442,57.2,6.14
1958-02-01T20:45:49.960Z,"28 km NW of Valdez, Ecuador",1.446,-79.146,25.0,6.34
1958-02-01T18:02:42.740Z,"48 km NW of Valdez, Ecuador",1.55,-79.305,25.0,6.26
1958-02-01T16:10:16.510Z,"51 km NW of Valdez, Ecuador",1.541,-79.338,15.0,6.9
1958-01-30T06:13:31.590Z,"94 km S of Panguna, Papua New Guinea",-7.151,155.646,30.0,6.33
1958-01-27T07:44:07.690Z,"98 km N of Hihifo, Tonga",-15.065,-173.774,35.0,6.1
1958-01-26T06:42:18.650Z,Kuril Islands,47.146,154.571,25.0,5.75
1958-01-26T03:35:22.560Z,Pacific-Antarctic Ridge,-54.547,-133.044,15.0,5.73
1958-01-24T18:03:36.710Z,"215 km WNW of Attu Station, Alaska",53.441,170.118,30.0,5.71
1958-01-24T05:54:05.110Z,"43 km E of Ust’-Kamchatsk Staryy, Russia",56.298,163.171,30.0,6.36
1958-01-24T04:35:58.470Z,"13 km NNE of Kuanda, Russia",56.432,116.13,15.0,5.68
1958-01-23T13:35:07.640Z,"174 km NNW of Sistranda, Norway",65.064,6.952,15.0,5.53
1958-01-22T18:28:58.830Z,"41 km S of Hualien City, Taiwan",23.601,121.637,25.0,6.03
1958-01-19T14:43:30.300Z,"24 km NNE of Esmeraldas, Ecuador",1.153,-79.543,27.5,6.85
1958-01-19T14:07:28.470Z,near the coast of Ecuador,1.011,-79.489,27.5,7.6
1958-01-18T15:14:32.190Z,southern Mid-Atlantic Ridge,-29.058,-13.215,15.0,6.14
1958-01-17T07:15:42.830Z,western Indian-Antarctic Ridge,-51.822,139.812,15.0,6.27
1958-01-16T11:03:38.940Z,"97 km WNW of Sola, Vanuatu",-13.7,166.672,25.0,5.74
1958-01-16T04:18:19.050Z,"52 km NW of Eresós, Greece",39.476,25.473,15.0,5.63
1958-01-15T22:15:54.720Z,"106 km WNW of Sola, Vanuatu",-13.502,166.641,35.0,6.22
1958-01-15T19:14:31.320Z,"21 km SW of Santa Rita de Siguas, Peru",-16.625,-72.242,64.0,7.0
1958-01-14T05:54:55.410Z,"100 km S of ‘Ohonua, Tonga",-22.227,-174.783,25.0,5.84
1958-01-13T20:14:34.200Z,"18 km NNE of Bamboo Flat, India",11.853,92.777,25.0,5.71
1958-01-09T17:39:29.640Z,"89 km WNW of Shihezi, China",44.735,85.09,15.0,5.9
1958-01-07T06:05:12.360Z,"21 km SSW of Rasht, Tajikistan",38.842,70.302,10.0,5.77
1958-01-06T11:24:14.660Z,"61 km S of Sarupathar, India",25.648,96.802,15.0,5.77
1958-01-05T11:30:50.620Z,"178 km E of Novaya Chara, Russia",56.636,121.191,25.0,5.7
1958-01-04T08:02:25.530Z,"2 km SSW of Campanario, Mexico",16.82,-99.582,25.0,5.71
1958-01-04T06:39:49.120Z,northern Mid-Atlantic Ridge,31.393,-40.967,15.0,5.5
1958-01-03T17:47:16.570Z,"296 km SSE of Baie aux Huîtres, Mauritius",-22.123,64.62,15.0,5.84
1958-01-03T07:02:14.160Z,northern Mid-Atlantic Ridge,31.248,-41.145,15.0,5.61
1958-01-03T06:24:32.800Z,northern Mid-Atlantic Ridge,31.525,-41.229,15.0,5.57
1958-01-02T21:12:07.370Z,"216 km E of Kuril’sk, Russia",44.88,150.587,29.0,5.5
1957-12-31T14:28:20.180Z,"129 km WNW of Te Anau, New Zealand",-45.062,166.148,25.0,6.16
1957-12-31T10:21:40.570Z,Reykjanes Ridge,58.52,-32.159,15.0,5.51
1957-12-30T13:58:32.420Z,"29 km W of Davila, Philippines",18.476,120.296,15.0,5.71
1957-12-28T14:36:43.970Z,"11 km N of Comarapa, Bolivia",-17.812,-64.545,15.0,6.07
1957-12-25T16:26:02.910Z,"37 km SW of Güiria, Venezuela",10.336,-62.54,15.0,6.06
1957-12-23T12:34:06.960Z,northern Mid-Atlantic Ridge,35.235,-35.981,15.0,5.98
1957-12-20T11:18:47.840Z,"69 km WSW of Ovalle, Chile",-30.75,-71.902,25.0,5.92
1957-12-17T13:50:22.120Z,"186 km NNW of Sola, Vanuatu",-12.418,166.684,123.6,7.8
1957-12-17T05:10:18.130Z,"225 km ENE of Petropavlovsk-Kamchatsky, Russia",53.533,161.922,26.0,6.71
1957-12-16T17:27:50.230Z,"65 km WSW of Vernon, Canada",49.702,-127.122,15.0,6.1
1957-12-13T20:26:25.920Z,"116 km SSW of Nikolski, Alaska",52.0,-169.633,25.0,6.01
1957-12-13T01:45:04.760Z,"19 km NE of Hars?n, Iran",34.388,47.748,15.0,6.48
1957-12-11T18:11:10.290Z,"Izu Islands, Japan region",30.712,142.067,15.0,5.73
1957-12-10T14:36:03.090Z,"69 km WSW of Panguna, Papua New Guinea",-6.58,154.919,25.0,6.56
1957-12-08T16:26:32.790Z,"127 km N of Dalandzadgad, Mongolia",44.722,104.413,15.0,5.8
1957-12-07T14:11:16.760Z,"219 km SW of Hovd, Mongolia",43.264,100.258,15.0,5.63
1957-12-06T08:36:24.690Z,"218 km ESE of Kuril’sk, Russia",44.799,150.577,25.0,5.5
1957-12-04T13:20:12.600Z,"71 km NW of Hovd, Mongolia",45.052,101.446,15.0,6.07
1957-12-04T03:37:53.790Z,"153 km SW of Bayanhongor, Mongolia",45.189,99.368,30.0,8.1
1957-12-03T01:46:05.000Z,"103 km WSW of Adak, Alaska",51.5,-178.0,58.58595933681901,6.2
1957-12-01T01:09:05.400Z,east of the Kuril Islands,46.881,154.2,35.0,5.83
1957-11-30T21:54:17.750Z,Kuril Islands,47.074,154.173,35.0,5.9
1957-11-29T22:19:50.600Z,"51 km W of Atocha, Bolivia",-20.948,-66.713,232.5,7.7
1957-11-28T20:50:16.770Z,"124 km E of Port-Olry, Vanuatu",-14.995,168.226,35.0,5.9
1957-11-27T03:08:10.710Z,"8 km NNW of Evxinoúpolis, Greece",39.249,22.696,15.0,5.58
1957-11-26T11:35:49.960Z,"76 km S of Adak, Alaska",51.198,-176.444,25.0,6.11
1957-11-26T05:10:10.840Z,"99 km NE of Amuntai, Indonesia",-1.841,115.937,45.0,6.0
1957-11-25T22:35:06.360Z,"104 km NE of Amuntai, Indonesia",-1.816,115.975,20.0,6.12
1957-11-23T00:58:43.050Z,"82 km E of Nikolski, Alaska",52.953,-167.637,35.0,5.7
1957-11-20T12:40:31.150Z,"85 km ESE of Akutan, Alaska",53.756,-164.648,25.0,6.4
1957-11-18T10:12:04.410Z,"203 km WSW of Adak, Alaska",51.058,-179.261,25.0,5.76
1957-11-15T16:30:38.790Z,"85 km ESE of Ozernovskiy, Russia",51.33,157.698,75.0,6.07
1957-11-13T17:22:47.970Z,south of the Kermadec Islands,-32.784,-179.165,30.0,6.51
1957-11-10T19:20:10.150Z,"62 km SE of Shimoda, Japan",34.25,139.394,15.0,6.2
1957-11-10T08:26:08.320Z,"58 km SE of Shimoda, Japan",34.271,139.355,15.0,5.77
1957-11-10T05:49:03.980Z,"36 km NNW of Lae, Papua New Guinea",-6.409,146.907,20.0,5.95
1957-11-10T05:28:16.520Z,south of Tonga,-24.285,-175.764,25.0,5.95
1957-11-10T02:36:28.000Z,"96 km S of Panguna, Papua New Guinea",-7.181,155.579,25.0,6.19
1957-11-07T04:15:35.000Z,"Rat Islands, Aleutian Islands, Alaska",52.0,179.0,150.0,5.5
1957-11-06T13:12:59.960Z,"135 km ESE of Kuril’sk, Russia",44.837,149.504,25.0,5.69
1957-11-02T18:30:37.130Z,"72 km WNW of Sola, Vanuatu",-13.617,166.938,85.0,6.17
1957-10-31T16:24:22.160Z,off the coast of Ecuador,1.568,-85.224,15.0,6.12
1957-10-31T10:08:02.070Z,"156 km S of Burica, Panama",6.64,-82.64,25.0,6.37
1957-10-30T07:30:21.890Z,"54 km ESE of Karpathos, Greece",35.238,27.718,15.0,5.84
1957-10-30T01:43:03.500Z,"34 km SSE of Karpathos, Greece",35.205,27.314,15.0,5.67
1957-10-27T22:32:42.990Z,"66 km SSE of Klyuchi, Russia",55.75,161.134,147.8,7.6
1957-10-26T14:17:02.610Z,"105 km WSW of Balikpapan, Indonesia",-1.756,116.012,20.0,6.1
1957-10-25T10:03:39.590Z,"39 km SE of Severo-Kuril’sk, Russia",50.388,156.455,50.1,6.4
1957-10-24T21:44:32.850Z,"91 km SSW of Topolobampo, Mexico",24.79,-109.245,15.0,6.19
1957-10-24T00:17:44.140Z,"113 km SE of Sola, Vanuatu",-14.73,168.138,20.0,6.04
1957-10-23T05:56:57.490Z,"87 km SW of Nikolski, Alaska",52.308,-169.636,35.0,6.15
1957-10-22T20:44:44.320Z,"51 km E of Nemuro, Japan",43.348,146.206,35.0,5.62
1957-10-20T12:04:25.050Z,northern Mid-Atlantic Ridge,10.394,-42.008,15.0,6.22
1957-10-19T18:28:58.620Z,"36 km SSW of Hualien City, Taiwan",23.655,121.517,30.0,6.85
1957-10-15T04:02:14.780Z,off the coast of Costa Rica,8.781,-84.09,35.0,5.5
1957-10-13T20:33:05.850Z,west of Macquarie Island,-60.518,151.233,15.0,6.16
1957-10-13T04:19:21.720Z,"132 km ESE of Petropavlovsk-Kamchatsky, Russia",52.426,160.278,25.0,6.1
1957-10-12T18:57:09.880Z,"42 km SSW of Bambanglipuro, Indonesia",-8.317,110.178,50.0,6.04
1957-10-10T18:54:05.710Z,"56 km SSE of Akutan, Alaska",53.685,-165.385,45.0,5.78
1957-10-07T13:19:52.500Z,"167 km SSE of Vilyuchinsk, Russia",51.568,159.445,25.3,5.99
1957-10-06T00:54:10.250Z,"57 km NW of Güiria, Venezuela",10.942,-62.668,15.0,6.0
1957-10-05T22:40:49.770Z,"6 km NE of Farkhor, Tajikistan",37.538,69.446,50.0,5.53
1957-10-04T23:55:43.000Z,"Rat Islands, Aleutian Islands, Alaska",52.56,177.8,58.58595933681901,5.5
1957-10-04T05:26:09.190Z,"52 km WNW of Güiria, Venezuela",10.824,-62.706,23.3,6.4
1957-10-02T20:58:44.420Z,Chagos Archipelago region,-6.319,69.688,15.0,6.03
1957-10-02T12:27:58.240Z,"55 km NW of Güiria, Venezuela",10.927,-62.665,15.0,6.19
1957-09-28T14:20:03.940Z,Fiji region,-20.541,-178.349,586.6,7.4
1957-09-27T05:56:56.850Z,"172 km S of Sofifi, Indonesia",-0.816,127.383,20.0,5.71
1957-09-27T04:08:29.360Z,"208 km SSW of Sofifi, Indonesia",-1.056,126.97,20.0,6.14
1957-09-26T18:46:50.080Z,"98 km SE of Pondaguitan, Philippines",5.868,126.914,55.0,5.77
1957-09-25T16:36:39.830Z,"141 km ESE of Pondaguitan, Philippines",5.771,127.312,25.0,6.07
1957-09-25T05:50:59.960Z,northern Mid-Atlantic Ridge,33.759,-38.582,15.0,5.99
1957-09-24T08:21:14.080Z,"146 km SE of Pondaguitan, Philippines",5.327,127.005,35.0,7.25
1957-09-12T00:28:05.800Z,north of Honduras,16.989,-85.682,21.0,6.06
1957-09-11T23:22:13.410Z,"181 km E of Hihifo, Tonga",-15.76,-172.11,10.0,5.76
1957-09-09T09:00:37.490Z,"220 km S of Mata-Utu, Wallis and Futuna",-15.273,-176.305,15.0,6.0
1957-09-09T00:13:34.930Z,southeast Indian Ridge,-47.792,99.925,15.0,6.26
1957-09-07T10:06:50.180Z,"156 km WSW of Adak, Alaska",51.288,-178.681,25.0,6.13
1957-09-07T06:48:41.980Z,"83 km S of Severo-Kuril’sk, Russia",49.942,156.343,50.0,5.92
1957-09-06T04:54:41.160Z,"168 km SSW of Adak, Alaska",50.45,-177.457,20.0,5.53
1957-09-05T11:36:09.190Z,"67 km S of Fas?, Iran",28.333,53.658,25.0,5.64
1957-09-02T21:27:38.950Z,"43 km SW of Ashk?sham, Afghanistan",36.424,71.176,211.8,6.1
1957-09-02T09:46:36.410Z,Samoa Islands region,-14.871,-173.118,35.0,5.86
1957-09-02T00:00:00.440Z,Mariana Islands region,18.08,147.161,25.0,5.88
1957-09-01T12:49:57.210Z,"110 km NNE of Murghob, Tajikistan",39.106,74.411,15.0,5.58
1957-08-30T16:18:02.670Z,"55 km ESE of Kyzyl-Eshme, Kyrgyzstan",39.331,72.839,35.0,5.79
